,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
14317,569635382834421761,negative,1.0,Cancelled Flight,1.0,American,,rakugojon,,0,@AmericanAir 2293 is the Cancelled Flightled one,,2015-02-22 15:10:33 -0800,San Francisco,London
4704,569918484726964224,negative,1.0,Lost Luggage,1.0,Southwest,,karasellswyo,,0,"@SouthwestAir My bags are on the way to Chicago, without me! Help! I was confirmed for 2 flights and told there isn't room and I'm screwed.",,2015-02-23 09:55:29 -0800,,
5592,568880082606911488,neutral,0.6505,,,Southwest,,franks105,,0,@SouthwestAir how many left?! I'm 15 min wway,,2015-02-20 13:09:15 -0800,Hogwarts,Pacific Time (US & Canada)
6929,570011200613806082,neutral,1.0,,,Delta,,mmhmmgirl,,0,👉🚪RT @JetBlue: Our fleet's on fleek. http://t.co/dSDEbodmEL,,2015-02-23 16:03:55 -0800,650/415/510,
7097,569937767775510530,neutral,1.0,,,Delta,,_averyjordan,,1,“@JetBlue: Our fleet's on fleek. http://t.co/ar0VayLmFc” Really Jet Blue? Lmao,,2015-02-23 11:12:07 -0800,"Manhattan , New York",Quito
12628,570082819025838080,neutral,1.0,,,American,,Gww1863,,0,@AmericanAir on our way now,"[39.8893997, -75.219676]",2015-02-23 20:48:30 -0800,,
10419,569321800359927808,negative,1.0,Late Flight,1.0,US Airways,,notatibm,,0,@usairways you mean 10:30pm. I'd be in vegas by now if I'd been allowed on my original flight.,,2015-02-21 18:24:29 -0800,"Southampton, UK",London
1878,569539000312188928,negative,1.0,Late Flight,0.6806,United,,jeisensc,,0,@united who authors this fiction? I just heard on radio we don't even have a jetway secured yet #UA5037 #CMH http://t.co/T78k7aBtWF,"[39.99829207, -82.88085401]",2015-02-22 08:47:33 -0800,"San Diego, CA",Pacific Time (US & Canada)
14264,569644332573007873,negative,1.0,Late Flight,1.0,American,,bfriend10,,0,"@AmericanAir Still sitting in airport as 6:05 flt delayed until 6:55...but still not boarding, what is happening?  No info....",,2015-02-22 15:46:07 -0800,Chicago,
12606,570090251122663425,neutral,0.6799,,0.0,American,,talonclaw126,,0,@AmericanAir tell me you can get me to ABI earlier than 8 pm tomorrow,,2015-02-23 21:18:02 -0800,,
3249,568572666178883584,negative,0.6856,Late Flight,0.3593,United,,cptrice,,0,@united one hour after departure time and still no update!,"[39.99869322, -82.88004055]",2015-02-19 16:47:41 -0800,Chicago,
4402,570270818539839488,neutral,1.0,,,Southwest,,JBadnastythug,,0,@SouthwestAir done,,2015-02-24 09:15:32 -0800,"Duluth, MN",Eastern Time (US & Canada)
2611,568998609590419456,neutral,0.669,,0.0,United,,PeterDawoud,,0,@united you know what would be awesome? Providing us with complimentary entertainment on your flights. Especially those longer than 6 hours.,,2015-02-20 21:00:14 -0800,Redmond WA ,Pacific Time (US & Canada)
13479,569852657327738880,negative,1.0,Customer Service Issue,0.6753,American,,StephanSDalal,,0,"@AmericanAir Stuck in Miami, and one of the worst customer experiences I have ever had. Will be sure to let everyone know about my time w/AA",,2015-02-23 05:33:55 -0800,,
10247,569459836389335040,negative,1.0,Lost Luggage,0.3732,US Airways,,rylietolbert15,,0,@USAirways your airline also delayed our bags to us for 4 hours &amp; refused to ship them to our local airport #disappointed #stillbagless,"[39.25956567, -76.70131545]",2015-02-22 03:32:59 -0800,New York,
11362,568170794670551040,negative,1.0,Customer Service Issue,0.6276,US Airways,,od2be2003,,0,@USAirways your app sucks balls compared to @AmericanAir,,2015-02-18 14:10:48 -0800,"Dallas, TX",Eastern Time (US & Canada)
13693,569745528382038016,negative,1.0,Customer Service Issue,1.0,American,,MindWarpLLC,,0,@AmericanAir  Did you guys just give up helping people? Your phone tree just hangs up on me and I have a flight tomorrow. Connection pending,,2015-02-22 22:28:13 -0800,"El Paso, TX",Mountain Time (US & Canada)
4209,567775140319358976,neutral,0.6598,,0.0,United,,thodge77,,0,@united flt 4567 has had two more updates in the last 3 minutes.,,2015-02-17 11:58:36 -0800,Memphis,Central Time (US & Canada)
11148,568480476803035137,negative,1.0,longlines,0.6468,US Airways,,nickpasculli,,0,@USAirways some people in line have been waiting 55 minutes for a customer service representative,,2015-02-19 10:41:22 -0800,"Monterey County, CA",Arizona
12601,570092218058346496,negative,0.6705,Cancelled Flight,0.3363,American,,uneek1908,,0,@AmericanAir there are no more flights via united when I arrive to DFW and my car is parked at IAH 😁,,2015-02-23 21:25:51 -0800,The Great State of TEXAS,Central Time (US & Canada)
6242,568102187294973952,negative,1.0,Customer Service Issue,1.0,Southwest,,TinaIsBack,,0,@SouthwestAir it's the poor customer service that I have a problem with!!!!!,"[36.22640559, -86.82373437]",2015-02-18 09:38:10 -0800,Nashville by way of New York,Central Time (US & Canada)
6699,567729416231321600,negative,1.0,Customer Service Issue,1.0,Southwest,,laurenaddell,,0,@SouthwestAir I've been on hold with customer service for over an hour. Can you help?!,,2015-02-17 08:56:55 -0800,"New York, New York",Eastern Time (US & Canada)
6835,570212129313316864,neutral,1.0,,,Delta,,elias_rubin,,0,@JetBlue I believe that the website said I could receive credit for upcoming flights since I Cancelled Flighted my last one. Is this true?,,2015-02-24 05:22:20 -0800,"New York, NY",Pacific Time (US & Canada)
1403,569739044004823040,negative,1.0,Bad Flight,0.3659,United,,BeyondStatusQuo,,0,@united big surprise #nogate waiting for our plane. Same fucken issues everything I fly you. #fail #worstairlineever,,2015-02-22 22:02:27 -0800,Los Angeles ,Pacific Time (US & Canada)
2340,569253285015752704,neutral,0.6574,,,United,,PalenMcDermott,,0,@united !!!!! YAAYY!!! YAY PROM!!!! http://t.co/DXicoyioxF,,2015-02-21 13:52:14 -0800,,Eastern Time (US & Canada)
13768,569720366198759424,negative,0.6825,Customer Service Issue,0.3509,American,,wadekoehler,,0,@AmericanAir DFW GATE 16 to BMI agent seriously is beyond incompetent.  Never flying AA again if can be avoided #fail #pathetic,,2015-02-22 20:48:14 -0800,"Bloomington, IL",Central Time (US & Canada)
10716,568948170060746752,negative,0.667,Cancelled Flight,0.667,US Airways,,hrp911,,0,@usairways Need to change div miles ticket after travel started due to weather advisory. Told not possible unless flight Cancelled Flightled. AnyHelp?,,2015-02-20 17:39:48 -0800,Knoxville,Quito
4075,567834498655604736,negative,1.0,Late Flight,1.0,United,,lisakaysolomon,,0,"@United: I feel very well informed. yes, the flight is indeed delayed. Thank you. http://t.co/FuCHZRZjg5",,2015-02-17 15:54:28 -0800,"San Francisco, CA",
1943,569510828023488512,negative,0.6734,Late Flight,0.6734,United,,throthra,,0,@united they let us board again but will we fly this time? Who knows! #shouldhaveflowndelta,,2015-02-22 06:55:37 -0800,,
8616,568107822275305472,positive,0.6728,,,Delta,,History_Dork,,0,@JetBlue The Magic eight ball has never steered me wrong  :),,2015-02-18 10:00:34 -0800,right behind you,Eastern Time (US & Canada)
10866,568813649336381440,negative,1.0,Late Flight,1.0,US Airways,,phlu,,0,@USAirways and now that flight pushed back to 2:35pm departure.,,2015-02-20 08:45:16 -0800,Indianapolis & environs,Eastern Time (US & Canada)
1947,569507834930442241,negative,0.6697,Can't Tell,0.3394,United,,ljsbrooks,,0,"@united its been five days, I'm just asking you to clarify your policy on car seats. I don't want to have to take this higher up.",,2015-02-22 06:43:43 -0800,,
8226,568588797182648320,negative,0.6531,Late Flight,0.6531,Delta,,lopezlaymari,,0,@JetBlue that's what they told me half an hour ago,,2015-02-19 17:51:47 -0800,Miami | Puerto Rico ,
7828,569223830759059458,positive,0.693,,,Delta,,ejhart6,,0,"@JetBlue Thanks. Still booked our trip 3/13-17 LB to SLC to see grand kids.  Just very frustrating. Tried app, web, etc. Still love u guys!",,2015-02-21 11:55:11 -0800,"Fullerton, CA",
8160,568649053711380480,neutral,0.6701,,,Delta,,mhoffma8,,0,@JetBlue - I look forward to getting this resolved. I will be in touch.,,2015-02-19 21:51:14 -0800,,
9419,569943774253621248,negative,1.0,Bad Flight,0.684,US Airways,,ac_choplick,,0,@USAirways Seat 8D on Flight 545 last night is the worst seat I've ever been in.  No leg room! #dividendsmember http://t.co/NUhpLNXRIq,,2015-02-23 11:35:59 -0800,,Hawaii
6904,570044715321569280,neutral,1.0,,,Delta,,DeputyBrans,,0,@JetBlue Do you have any flights with lie flat seating from STL to PDX on or around the date of March 5?,,2015-02-23 18:17:05 -0800,,
2019,569471635163643905,positive,1.0,,,United,,Patty_Ell,,0,@united @suntoshi I still like you united airlines,,2015-02-22 04:19:52 -0800,Bedford 2015 Plymouth 2019,Eastern Time (US & Canada)
8543,568176390325075968,negative,1.0,Damaged Luggage,1.0,Delta,,edgarsantana,,0,@JetBlue glad u happy I have my bag but as a traveler I entrusted u w/ my property &amp; u return it damaged &amp; that's the best answer u have?,,2015-02-18 14:33:02 -0800,"ÜT: 40.96513,-73.872957",Eastern Time (US & Canada)
11603,567892300551991296,positive,1.0,,,US Airways,,cindycapo,,0,"@USAirways Awesome USAir, TYSVM &lt;3",,2015-02-17 19:44:10 -0800,"IL,USA",Central America
8121,568766295761682432,positive,1.0,,,Delta,,m1ss_DefJam,,0,@JetBlue haha no need to apologize 😁 I'll be Flight Booking Problems sooner than Late Flightr. I love JetBlue,,2015-02-20 05:37:06 -0800,Orlando - ΜΣΥ,Eastern Time (US & Canada)
5884,568519214211813377,negative,1.0,Late Flight,1.0,Southwest,,pnutbuttrnjille,,0,@SouthwestAir you're killing me!! always #delayed from #SanDiego to #SF!! #ugh,,2015-02-19 13:15:17 -0800,"san diego, CA",
4693,569927739802652672,negative,0.6665,Customer Service Issue,0.3446,Southwest,,imdar844,,0,@SouthwestAir  how many others didn't know you are stopping non stop flights to ATL and from to Hartford Ct as of April ?,,2015-02-23 10:32:16 -0800,CT,Quito
13360,569881701247291393,negative,0.6678,Can't Tell,0.6678,American,,MeeestarCoke,,0,"@AmericanAir @USAirways ""but I take meds that make me severely dehydrated"" {sigh}",,2015-02-23 07:29:20 -0800,BK,
5315,569204038811717632,negative,0.7097,Customer Service Issue,0.3656,Southwest,,katieaune,,0,@SouthwestAir thx - i managed to figure it out by trying diff confirmation #s as i booked. just annoying it's not readily available!,,2015-02-21 10:36:32 -0800,Chicago,Central Time (US & Canada)
12231,570257429486706688,negative,1.0,Can't Tell,0.6399,American,,vysed,,0,"@AmericanAir @USAirways if this is how your merger is going to go, you fail! Huge probls w/comm on DFW storm. Cxld rtrn flts. NOT COOL!!!",,2015-02-24 08:22:20 -0800,north carolina,Quito
1753,569603236711305216,negative,1.0,Lost Luggage,1.0,United,,liveitup09,,1,@united thank you for letting me down.My luggage is still in Denver but I'm in Phl. #neveragain #flyingwithUS #disappointed #lostacustomer,,2015-02-22 13:02:49 -0800,,Atlantic Time (Canada)
62,569987622484848640,neutral,0.6858,,,Virgin America,,adawson66,,0,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌","[33.57963333, -117.73024772]",2015-02-23 14:30:13 -0800,,
11929,570295981985681409,negative,0.6507,Bad Flight,0.3493,American,,ferraro__rocher,,0,@AmericanAir don't worry. I'll be sending a letter with what I expect from you for compensation. I fly twice a week w/you guys...for now,,2015-02-24 10:55:32 -0800,"Plano, TX",Mountain Time (US & Canada)
8506,568202590032236544,negative,1.0,Bad Flight,0.66,Delta,,heyheyman,,0,@JetBlue Headphone jack not working on my flight.,,2015-02-18 16:17:08 -0800,"Boston, MA",Eastern Time (US & Canada)
372,568456334581981184,negative,1.0,Customer Service Issue,1.0,Virgin America,,mightymeesh,,0,@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?,,2015-02-19 09:05:26 -0800,San Francisco,
9523,569893554753040386,negative,1.0,Cancelled Flight,1.0,US Airways,,steve_muns,,0,@USAirways 2102 DCA-BOS. Cancelled Flightled after making us wait over an hour. If I fly USAir every week can you upgrade my status proactively?,,2015-02-23 08:16:26 -0800,"Washington, DC",Eastern Time (US & Canada)
8781,567851942627577856,negative,1.0,Customer Service Issue,0.6808,Delta,,Analystdoc,,0,"@JetBlue Guys, really bad @JetBlue #fail . Someone better call my wife back to get this handled. 203-382-3312 while she waits on hold....",,2015-02-17 17:03:47 -0800,"Greenwich, CT",
5419,569110078403551232,negative,1.0,Customer Service Issue,1.0,Southwest,,SecularBoston,,0,"@SouthwestAir how is tkt in the A grp for a cxld flight gets stuck at the back of the Cs when your site, phone and agents took 1h to rebook",,2015-02-21 04:23:10 -0800,"Somerville, MA",Eastern Time (US & Canada)
11769,567768552644423680,negative,1.0,Flight Attendant Complaints,0.6923,US Airways,,j_husucks,,0,@USAirways also your employees were LESS then helpful when @Jack_Kairys was checking his bag. Two just left their desks completely (1/2),,2015-02-17 11:32:26 -0800,,
2204,569316673942990848,negative,1.0,Lost Luggage,0.6685,United,,richardtitus,,0,@united nope I gave up - maybe they'll deliver it,,2015-02-21 18:04:07 -0800,"San Francisco, California",London
13220,569912608901373952,negative,1.0,Customer Service Issue,0.65,American,,charliebrand,,0,@AmericanAir it's taken care of already. I've come to expect this level of horrible service from you time and time again,,2015-02-23 09:32:09 -0800,,Pacific Time (US & Canada)
4207,567775456678912000,negative,1.0,Can't Tell,1.0,United,,madmcferrin,,0,@united you are really trying me today.,,2015-02-17 11:59:52 -0800,,Quito
4898,569667246026416130,positive,1.0,,,Southwest,,dgackey,,0,@SouthwestAir got mine!  Just in time for the wife and my 15th anniversary!,,2015-02-22 17:17:10 -0800,"Austin, TX",Central Time (US & Canada)
10648,569015379021795328,negative,1.0,Late Flight,0.6667,US Airways,,scottydont11,,0,@USAirways ...YOU ARE DESPICABLE! The flight plan was lost! Now we've been sitting on the tarmac for an hour! Its a 45 min flight!,,2015-02-20 22:06:52 -0800,"El Paso, TX",Mountain Time (US & Canada)
12088,570296616688750592,neutral,1.0,,,American,,AesaGaming,,0,@AmericanAir Trying desperately to get my boyfriend booked on the same US Airways flight as myself for the same price. Can you help?,,2015-02-24 10:58:03 -0800,,
3519,568332024802447361,negative,1.0,Lost Luggage,1.0,United,,ellieINchicago,,0,@united loses my luggage and @hotelstonight loses my reservation. after a 10 hour travel day. I just want to get to @StartingBloc in the am!,"[34.06978184, -117.57752166]",2015-02-19 00:51:28 -0800,"Chicago, IL",Central Time (US & Canada)
11916,570298679250305024,neutral,0.6632,,,American,,chrissieward71,,0,@AmericanAir u r horrible.went online to Cancelled Flight flight-no button-4that.Called CS &amp;wait time 40 mins&amp;put in my #.800#called&amp;it hungupNOHELP,,2015-02-24 11:06:15 -0800,oklahoma,
6563,567777978327633920,positive,0.6781,,,Southwest,,bradykent,,0,@SouthwestAir Sent. Thanks VP!,,2015-02-17 12:09:53 -0800,"Nashville, TN",Central Time (US & Canada)
10120,569529416155402240,negative,1.0,Flight Attendant Complaints,0.7011,US Airways,,tjvandy,,1,@USAirways F623 DEN:PHX. Serious display of poor customer service exhibited by flight crew today.   #newamericanairline #cheapslogannotmotto,,2015-02-22 08:09:28 -0800,colorado,Central Time (US & Canada)
14485,569608282442047488,negative,1.0,Cancelled Flight,1.0,American,,mycreativespark,,0,@AmericanAir flight Cancelled Flighted out of LAX for tomorrow due to connection in DFW. Help please? we can go out of orange or burbank,,2015-02-22 13:22:52 -0800,Ohio,Quito
104,569887310713479168,negative,1.0,Late Flight,0.3486,Virgin America,,GunsNDip,,0,@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,,2015-02-23 07:51:37 -0800,,Pacific Time (US & Canada)
1465,569709350903631873,positive,1.0,,,United,,Girlsurgeon,,0,@united he is so excellent and so reliable :) #happycustomer,,2015-02-22 20:04:28 -0800,"Hermosa Beach, CA",Pacific Time (US & Canada)
1411,569730682949398528,positive,1.0,,,United,,JasmineDT,,0,@united you're my early frontrunner for best airline! #oscars2016,,2015-02-22 21:29:14 -0800,Washington D.C. ,Eastern Time (US & Canada)
6547,567784912011689984,negative,1.0,Customer Service Issue,1.0,Southwest,,M_RoyceWilliams,,0,@SouthwestAir Thank you - hung up after 1hr 7min on hold. Would you like me to DM you contact info?,,2015-02-17 12:37:26 -0800,CT,Eastern Time (US & Canada)
13631,569788087481409537,negative,1.0,Can't Tell,0.6694,American,,Allieism_,,0,@AmericanAir I don't want to waste any more of my time on your airline (you've already robbed 21 hours of my day) but I definitely will.,,2015-02-23 01:17:20 -0800,"Bay Area, CA",Pacific Time (US & Canada)
6294,568077930783485952,neutral,1.0,,,Southwest,,chelle_ecoed,,0,@SouthwestAir Sorry! Thought I did. It's done now.,,2015-02-18 08:01:47 -0800,"Miami, FL",Eastern Time (US & Canada)
12409,570197779290697728,neutral,0.7118,,0.0,American,,ToxicLayge,,0,"@AmericanAir. Had my flight changed from US Airways to you, now I can't get two seats together. Can you help?",,2015-02-24 04:25:19 -0800,,London
8829,567811776566542336,positive,0.6559,,,Delta,,Lynnche324,,1,@JetBlue @vincenzolandino @CBarrows You take to me places @united simply can't...like non-stop to St. Lucia.,,2015-02-17 14:24:11 -0800,"Jersey City, NJ ",
6548,567783978955993088,negative,1.0,longlines,0.6989,Southwest,,swood40,,0,@SouthwestAir your checkin system is #poor,,2015-02-17 12:33:44 -0800,"Sunrise Beach, MO",Central Time (US & Canada)
1068,569937806518169600,negative,0.6506,Can't Tell,0.3535,United,,Austin_Grisham,,0,@united Woke up to notification- flight moved 1.5 hrs early. Barely made flight then 3 hrs layover in SFO - wanted to hop on earlier option,,2015-02-23 11:12:16 -0800,PDX,Alaska
5839,568559381295407104,neutral,0.6905,,,Southwest,,geekstiel,,0,@SouthwestAir please reply to my DM ♥️,,2015-02-19 15:54:54 -0800,,Atlantic Time (Canada)
556,570282087065919488,neutral,0.6589,,,United,,discobiscuit63,,0,@united thanks again for your concern. I will contact customer care upon our return from Australia.,,2015-02-24 10:00:19 -0800,,Central Time (US & Canada)
1246,569868055502696449,positive,1.0,,,United,,crsmoore,,0,@united Thanks for looking into this and for getting back to me via DM. Glad to hear my bag is finally being delivered to me. Thanks again!,,2015-02-23 06:35:06 -0800,USA / The World,Eastern Time (US & Canada)
9115,570212087223287809,positive,1.0,,,US Airways,,bkusske,,0,@USAirways knows customer service!! Thank you for starting our 2 week vacay on an amazing note! Thank you sarita!!!,,2015-02-24 05:22:10 -0800,MN,Mountain Time (US & Canada)
12521,570129843594997760,negative,1.0,longlines,0.3598,American,,danilo23donna,,0,@AmericanAir its not weather thats why i said the other people received hotel rooms while the people at the end of the line did not get them,,2015-02-23 23:55:21 -0800,,
4540,570050691173101568,neutral,1.0,,,Southwest,,maximusKP,,0,@SouthwestAir if I am enrolled in the ATL companion pass offer and booked 3 flights already before May 17 when can I start using the pass?,,2015-02-23 18:40:50 -0800,ATL,Eastern Time (US & Canada)
11771,567768417038761987,neutral,1.0,,,US Airways,,JenniesMagic,,0,@USAirways done,,2015-02-17 11:31:53 -0800,,Eastern Time (US & Canada)
1520,569684654380486656,negative,0.6687,Damaged Luggage,0.3463,United,,cslhilo,,0,@united didn't realize my bag/ contents were wet until I got to my hotel. Sent my suit/shirts out to be dry cleaned. Mtgs start tomorrow.,,2015-02-22 18:26:20 -0800,"Hilo, HI",Hawaii
9582,569866081164111873,neutral,1.0,,,US Airways,,The_BlueAnchor,,0,@USAirways will all flights out of DFW be Cancelled Flightled today?,,2015-02-23 06:27:16 -0800,"Dallas, TX",Central Time (US & Canada)
3803,568111503812870144,negative,1.0,Customer Service Issue,0.3492,United,,SFWWflyfish,,0,@united KN: not allowing me to bypass the receipt # on the refund request form. Never received receipt email. charged http://t.co/Cju102xP2k,,2015-02-18 10:15:12 -0800,"Austin, TX",Eastern Time (US & Canada)
2789,568899516872568832,positive,1.0,,,United,,__ciberpepe,,0,@united : thanks! i will catch my conection! :),,2015-02-20 14:26:29 -0800,,
5524,568925711077117953,neutral,1.0,,,Southwest,,fair_island,,0,@SouthwestAir Are there any current promotions/codes for Nashville-Denver? Thank you!,,2015-02-20 16:10:34 -0800,Somewhere in Tennessee,Quito
9697,569710305707601920,negative,1.0,Late Flight,1.0,US Airways,,EAFiedler,,0,"@USAirways flight #703 Philly -&gt; Mia? Bwahahaha! Delayed 5+ hrs, were in the air 30 mins then turned back around. #usairwaysfail",,2015-02-22 20:08:16 -0800,Philly,Eastern Time (US & Canada)
14321,569634454924357632,negative,1.0,Customer Service Issue,0.6664,American,,jadedhippie09,,0,"@AmericanAir while I'm sensitive to this fact, I don't believe that warrants poor service. A little help &amp; compassion goes a long way.",,2015-02-22 15:06:52 -0800,,
5057,569483821080453121,negative,1.0,Cancelled Flight,0.701,Southwest,,kimwatsontanner,,0,@SouthwestAir stuck in NYC flights Cancelled Flightled 2 days in a row Long wait times on phones. Running out of $ but SWA no help,,2015-02-22 05:08:18 -0800,"Loomis, CA (Near SacTown)",Pacific Time (US & Canada)
3050,568771007529398272,neutral,1.0,,,United,,AlMehairiAUH,,0,@United to start 3xdaily @EmbraerSA #ERJ145 flights from #Chicago @fly2ohare to #Evansville on 4JUN #avgeek,,2015-02-20 05:55:50 -0800,Abu Dhabi,Abu Dhabi
2176,569328755409326080,negative,1.0,Bad Flight,1.0,United,,patrickbeiers,,0,@united cabin pressurization issues are pretty serious. Flight 1109 landed in Washington because of it. My head is pounding.,,2015-02-21 18:52:07 -0800,"ORLANDO, FL",
811,570070877351469057,negative,1.0,Lost Luggage,0.6863,United,,kbleggett,,1,@united thanks for effing up our holidays - we're missing a full day of skiing due to your baggage team's incompetence at @FlyYOW,,2015-02-23 20:01:03 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
5439,569020255441264640,neutral,1.0,,,Southwest,,steph2118,,0,@SouthwestAir Do you have childrens rates for flights?,,2015-02-20 22:26:15 -0800,"north bend, wa",
10506,569243185832169472,negative,1.0,Can't Tell,1.0,US Airways,,POnions,,0,@USAirways haven't eaten all day either so lemme get that CC# so I can buy a burger across from the terminal.  #DoBetter @UsAirwaysSuck,,2015-02-21 13:12:06 -0800,"CT, USA",Central Time (US & Canada)
13672,569757774395023360,negative,1.0,Cancelled Flight,1.0,American,,JorgeGuarneros,,0,@AmericanAir my flight tomorrow is Cancelled Flighted you guys just keep letting me down,,2015-02-22 23:16:53 -0800,,
11576,567919531068391425,neutral,0.6737,,,US Airways,,sethdpowers,,0,@USAirways thank you,,2015-02-17 21:32:22 -0800,,
8800,567837218628362241,neutral,1.0,,,Delta,,DontenPhoto,,0,"@JetBlue Flight 152 (N559JB) ""Here's Looking at Blue Kid"" departs @MCO enroute to @BostonLogan http://t.co/qeaDA92MW6",,2015-02-17 16:05:17 -0800,"Englewood, Florida",Eastern Time (US & Canada)
3099,568677317590937600,negative,1.0,Late Flight,0.6808,United,,DT_Les,,0,"@united Another unfortunate case of bad luck, usually maintenance issue. They are now swapping planes to ONT, will get in Late Flight. :(",,2015-02-19 23:43:32 -0800,,
11631,567860351569649664,negative,1.0,Flight Attendant Complaints,0.3394,US Airways,,PastorMRobinson,,0,@USAirways I'm amazed at the lack of communication with the passengers.,,2015-02-17 17:37:12 -0800,Lexington,Central Time (US & Canada)
7388,569628922431873025,negative,1.0,Flight Attendant Complaints,0.6922,Delta,,ThatJasonEaton,,0,"@JetBlue Seriously, what is your solution? Who exactly will help my 5 year old if there's a problem with the plane? http://t.co/vPDRPLXj5a",,2015-02-22 14:44:52 -0800,,
2847,568871143022731265,negative,1.0,Can't Tell,1.0,United,,PaintboxGirl,,0,"@united If a business decision is made that inconveniences and possibly causes lost customers, is it a good business decision? #Cranky",,2015-02-20 12:33:44 -0800,New York State,Central Time (US & Canada)
11935,570292715444965377,negative,1.0,Bad Flight,0.6397,American,,alicizzle,,0,@AmericanAir narrowly made standby...lots of snags this trip!,,2015-02-24 10:42:33 -0800,MiniApple(s),
4348,570293661377961984,negative,1.0,Customer Service Issue,0.6465,Southwest,,Sarahtherower,,0,@SouthwestAir can you have someone call me back? I have been on hold two times today for over 20 min and still haven't gotten through,,2015-02-24 10:46:19 -0800,Orange County,Arizona
5572,568888623787089920,negative,1.0,Customer Service Issue,1.0,Southwest,,livvyports16,,1,@SouthwestAir no one I call knows anything about it so I'm just wondering how to get any? #DestinationDragons,,2015-02-20 13:43:12 -0800,,
12371,570216606057541632,negative,1.0,Customer Service Issue,0.6591,American,,mirandaash,,0,@AmericanAir I’m still waiting - this has been going on far too long. Is there someone I can speak to?,,2015-02-24 05:40:07 -0800,"Surrey, UK",London
9677,569722436935151616,negative,1.0,Lost Luggage,0.6706,US Airways,,KateMary,,0,@USAirways denied me standby bc of checked bag in cvg 5163 to Phl @ 6..so I had to take delayed 3751 4 hrs Late Flightr...except u lost bag in cvg,,2015-02-22 20:56:28 -0800,"Wayne,PA USA",
4751,569875532600385536,negative,1.0,Damaged Luggage,0.6683,Southwest,,Loloemartin,,0,@SouthwestAir bag in possession but no clothes in bag??,,2015-02-23 07:04:49 -0800,,
12634,570081165459259392,neutral,1.0,,,American,,Amrutafrika,,0,@AmericanAir sent,,2015-02-23 20:41:56 -0800,,
8117,568773939754889216,neutral,1.0,,,Delta,,NickMarvalous,,0,@JetBlue no. Did not catch his name. I am sure Jason will know.,,2015-02-20 06:07:29 -0800,,
8636,568094548141977600,positive,1.0,,,Delta,,janinenelson009,,0,@JetBlue its a wonderful thing!,,2015-02-18 09:07:49 -0800,"iPhone: 33.761105,-118.193817",Pacific Time (US & Canada)
4937,569628970267705344,negative,1.0,Bad Flight,0.6804,Southwest,,KissesofGodiva,,0,@SouthwestAir your wifi is angering me with its slowness,,2015-02-22 14:45:04 -0800,#BrownsNation ,
10272,569417702764363776,negative,1.0,Customer Service Issue,0.653,US Airways,,tkyleus,,0,@USAirways have been on hold for 58 minutes - need help USAIR - why won't you help?,,2015-02-22 00:45:34 -0800,Boston Area,Eastern Time (US & Canada)
4227,567766554600038402,neutral,0.6596,,0.0,United,,CWWMUK,,0,"@united No, not received any e-mails in either Inbox or junk/spam",,2015-02-17 11:24:29 -0800,North West of England,
13899,569693300120113152,negative,1.0,Customer Service Issue,1.0,American,,planedoc71,,0,@AmericanAir I'm willing to hold for an agent. you aren't being helpful you keep hanging up on me #americanairsucks #hiremorepoeple,,2015-02-22 19:00:41 -0800,,
5374,569160924960919552,positive,1.0,,,Southwest,,DianeFerraro,,0,@SouthwestAir flt 3867 crew  #OrangeCounty to #Denver is The #BEST! Weather delay but pilots just invited the kids to see the cockpit! #luv,"[33.6839241, -117.8607358]",2015-02-21 07:45:13 -0800,"Los Angeles, California",Pacific Time (US & Canada)
14089,569668637369491458,neutral,0.6598,,0.0,American,,ProConPartners,,0,@AmericanAir Both pictures taken at the same time but which is right? #totallyconfused http://t.co/dvSLtQZKmQ,,2015-02-22 17:22:41 -0800,UK,
4605,569984437720453121,negative,0.6959,Can't Tell,0.3693,Southwest,,goodchrism,,0,@SouthwestAir The problem is apologies don't help. Results matter and it's proving impossible to find anyone who is interested in that.,,2015-02-23 14:17:34 -0800,"Boston, MA",Eastern Time (US & Canada)
4250,567750428595871745,neutral,0.6566,,0.0,United,,rdahlstrom99,,0,"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl",,2015-02-17 10:20:25 -0800,"ÜT: 40.635407,-73.991869",
1534,569677636613439488,negative,1.0,Late Flight,1.0,United,,bobgiolito,,0,@united Why did you load us in this flying sardine can if you knew the pilots were 2 hours Late Flight?? #incompetent beyond belief,,2015-02-22 17:58:27 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
5577,568884751022624768,negative,1.0,Lost Luggage,1.0,Southwest,,joyajackson_,,0,"@SouthwestAir Yes, but I like need my luggage before tomorrow morning",,2015-02-20 13:27:48 -0800,looking for alaska,Quito
